5414 ins/or1200_a_200_out.txt
11504 ins/or1200_l_200_out.txt
5414 ins/or1200_b_200_out.txt
5414 ins/or1200_h_200_out.txt
17252 ins/or1200_al_200_out.txt
17252 ins/or1200_alb_200_out.txt
17252 ins/or1200_albh_200_out.txt
12968 ins/or1200_a_400_out.txt
99184 ins/or1200_l_400_out.txt
12968 ins/or1200_b_400_out.txt
12968 ins/or1200_h_400_out.txt
100472 ins/or1200_al_400_out.txt
100472 ins/or1200_alb_400_out.txt
100472 ins/or1200_albh_400_out.txt
84610 ins/or1200_a_600_out.txt
99396 ins/or1200_l_600_out.txt
128198 ins/or1200_b_600_out.txt
84610 ins/or1200_h_600_out.txt
161602 ins/or1200_al_600_out.txt
247458 ins/or1200_alb_600_out.txt
247458 ins/or1200_albh_600_out.txt
240736 ins/or1200_a_800_out.txt
295602 ins/or1200_l_800_out.txt
242788 ins/or1200_b_800_out.txt
240736 ins/or1200_h_800_out.txt
529004 ins/or1200_al_800_out.txt
586646 ins/or1200_alb_800_out.txt
586646 ins/or1200_albh_800_out.txt
296570 ins/or1200_a_1000_out.txt
336382 ins/or1200_l_1000_out.txt
331826 ins/or1200_b_1000_out.txt
296570 ins/or1200_h_1000_out.txt
540378 ins/or1200_al_1000_out.txt
597838 ins/or1200_alb_1000_out.txt
597838 ins/or1200_albh_1000_out.txt
296570 ins/or1200_a_1200_out.txt
336382 ins/or1200_l_1200_out.txt
331726 ins/or1200_b_1200_out.txt
296570 ins/or1200_h_1200_out.txt
540378 ins/or1200_al_1200_out.txt
597838 ins/or1200_alb_1200_out.txt
597838 ins/or1200_albh_1200_out.txt
296570 ins/or1200_a_1400_out.txt
336382 ins/or1200_l_1400_out.txt
331726 ins/or1200_b_1400_out.txt
296570 ins/or1200_h_1400_out.txt
540378 ins/or1200_al_1400_out.txt
597838 ins/or1200_alb_1400_out.txt
597838 ins/or1200_albh_1400_out.txt
296570 ins/or1200_a_1600_out.txt
336382 ins/or1200_l_1600_out.txt
331726 ins/or1200_b_1600_out.txt
296570 ins/or1200_h_1600_out.txt
540378 ins/or1200_al_1600_out.txt
597838 ins/or1200_alb_1600_out.txt
597838 ins/or1200_albh_1600_out.txt
296570 ins/or1200_a_1800_out.txt
336382 ins/or1200_l_1800_out.txt
331726 ins/or1200_b_1800_out.txt
296570 ins/or1200_h_1800_out.txt
540378 ins/or1200_al_1800_out.txt
597838 ins/or1200_alb_1800_out.txt
597838 ins/or1200_albh_1800_out.txt
296570 ins/or1200_a_2000_out.txt
336382 ins/or1200_l_2000_out.txt
331726 ins/or1200_b_2000_out.txt
296570 ins/or1200_h_2000_out.txt
540378 ins/or1200_al_2000_out.txt
597838 ins/or1200_alb_2000_out.txt
597838 ins/or1200_albh_2000_out.txt
