3890 ins/mor1kx_a_100_out.txt
115774 ins/mor1kx_l_100_out.txt
3890 ins/mor1kx_b_100_out.txt
3890 ins/mor1kx_h_100_out.txt
115972 ins/mor1kx_al_100_out.txt
115972 ins/mor1kx_alb_100_out.txt
115972 ins/mor1kx_albh_100_out.txt
5586 ins/mor1kx_a_200_out.txt
125048 ins/mor1kx_l_200_out.txt
5586 ins/mor1kx_b_200_out.txt
5586 ins/mor1kx_h_200_out.txt
129876 ins/mor1kx_al_200_out.txt
129876 ins/mor1kx_alb_200_out.txt
129876 ins/mor1kx_albh_200_out.txt
99356 ins/mor1kx_a_300_out.txt
126986 ins/mor1kx_l_300_out.txt
99114 ins/mor1kx_b_300_out.txt
90260 ins/mor1kx_h_300_out.txt
213550 ins/mor1kx_al_300_out.txt
250712 ins/mor1kx_alb_300_out.txt
262360 ins/mor1kx_albh_300_out.txt
247922 ins/mor1kx_a_400_out.txt
309744 ins/mor1kx_l_400_out.txt
246478 ins/mor1kx_b_400_out.txt
221862 ins/mor1kx_h_400_out.txt
591394 ins/mor1kx_al_400_out.txt
627942 ins/mor1kx_alb_400_out.txt
625934 ins/mor1kx_albh_400_out.txt
378618 ins/mor1kx_a_500_out.txt
434190 ins/mor1kx_l_500_out.txt
376858 ins/mor1kx_b_500_out.txt
346820 ins/mor1kx_h_500_out.txt
717170 ins/mor1kx_al_500_out.txt
757644 ins/mor1kx_alb_500_out.txt
755652 ins/mor1kx_albh_500_out.txt
378488 ins/mor1kx_a_600_out.txt
434190 ins/mor1kx_l_600_out.txt
376728 ins/mor1kx_b_600_out.txt
346690 ins/mor1kx_h_600_out.txt
717048 ins/mor1kx_al_600_out.txt
757522 ins/mor1kx_alb_600_out.txt
755530 ins/mor1kx_albh_600_out.txt
378488 ins/mor1kx_a_700_out.txt
434190 ins/mor1kx_l_700_out.txt
376728 ins/mor1kx_b_700_out.txt
346690 ins/mor1kx_h_700_out.txt
717048 ins/mor1kx_al_700_out.txt
757522 ins/mor1kx_alb_700_out.txt
755530 ins/mor1kx_albh_700_out.txt
